IDE;Text;kategori
2092;Pada XXXX XXXX, 2015, seorang nasabah lanjut usia pergi ke cabang lokal Wells Fargo di XXXX, PA dan meminta teller untuk mentransfer {$6000,00} dari rekening tabungan ke rekening giro. Teller, karena kesalahan, mentransfer uang dari cek ke rekening tabungan. Tindakan ini menyebabkan rekening giro menjadi negatif. Pada XXXX XXXX, nasabah mencoba menarik uang melalui ATM dan tidak dapat melakukannya karena saldo rekening giro negatif. Nasabah pergi ke cabang untuk meminta bantuan dan saat itulah kesalahan teller ditemukan. Cabang tersebut membalikkan apa yang mereka lakukan dan membuat akun tersebut menjadi positif. Manajer cabang meminta maaf atas kesalahan tersebut, meyakinkan pelanggan bahwa biaya telah dibatalkan dan pelanggan tersebut pergi. Kemudian pada minggu yang sama, nasabah mencoba mengambil uang dari ATM dan sekali lagi, dana tidak tersedia. Pelanggan masuk ke cabang lagi untuk menemui manajer cabang. Manajer cabang memberi tahu pelanggan bahwa masalah ini adalah kesalahannya. Merupakan tanggung jawab pelanggan untuk memantau akunnya secara online dan kesalahannya sendiri adalah transfer dilakukan secara terbalik dan seandainya dia meninjau akunnya secara online, hal ini tidak akan pernah terjadi. Kemudian manajer cabang menguliahi pelanggan tentang manfaat membayar tagihan secara online. Alasan nasabah tidak dapat menarik dana pada waktu XXXX adalah karena cabang membalikkan kesalahannya, namun tidak pernah benar-benar melakukan transfer awal. Setelah merekonsiliasi rekening giro, pelanggan menemukan bahwa transfer belum terjadi dan dana telah dipindahkan pada saat itu. Ditemukan juga bahwa tidak seluruh biaya yang dikeluarkan tidak dibatalkan seluruhnya, melainkan hanya sebagian.;Normal
2093;Saya memesan furnitur dari XXXX XXXX XXXX ( Telepon XXXX ). Chase Bank mencegah saya menggunakan kartu bank saya dengan menetapkan batas harian. Saya kemudian memesan furnitur ( XXXX dan XXXX ) dengan rekening Chase Bank saya XXXX, Cek # XXXX. Perwakilan penjualan XXXX XXXX menambahkan nama seseorang ( XXXX XXXX ) ke dalam cek, bukan nama toko furnitur, lalu mencairkan cek tersebut. Tentu saja, dia belum mengirimkan perabotannya, dan dia tidak lagi bekerja di toko tersebut. Saya menghubungi Chase Bank dan melaporkan cek palsu tersebut, dan mereka bertanya apakah saya yang menulisnya. Saya memberi tahu mereka bahwa saya yang menulisnya tetapi XXXX XXXX menambahkan namanya. Chase menolak untuk membatalkan transaksi meskipun saya mengeluh. Saya kemudian menelepon Chase untuk mengetahui nama bank yang menerima cek tersebut. Chase memberi tahu saya bahwa mereka TIDAK TAHU bank mana yang mencairkan cek tersebut, dan TIDAK PUNYA identitas orang yang mencairkan cek tersebut. Mereka menolak mengembalikan uang saya sejumlah {$2800,00}. Saya ingin pengembalian dana dari Chase karena tidak hanya menolak membuka kasus penipuan, tetapi mereka juga lalai dalam memproses cek tersebut. Cek tersebut tidak ditulis kepada pihak yang benar dan Chase tidak memiliki bukti terdokumentasi tentang siapa yang mencairkan cek tersebut.;Normal
2094;Saya juga memegang kartu nama Capital One, terjadi sesuatu yang lucu dalam situasi ini yang menyebabkan saya kehilangan seluruh rekening bank saya, membersihkan rekening saya dan mengambil {$50,00} dan tidak mau membuka rekening saya, mengatakan saya harus membayar {$50,00} lagi di kantor perusahaan melaporkan bahwa tidak ada yang salah dengan rekening saya, mereka telah memperbaiki semuanya kembali seperti bank mengatakan saya tidak berhutang apa pun kepada mereka tetapi saya memiliki sejumlah besar uang di sana yang menunjukkan bahwa mereka menjual uang lama dan ketika saya kartu XXXX XXXX lama yang jelas atas nama XXXX,;Normal
2095;Sekitar dua tahun yang lalu saya menerima surat dari bank perdagangan yang mengatakan bahwa saya akan mendapatkan pengembalian dana dari mereka karena gugatan class action yang diajukan terhadap mereka. Bank dagang memiliki praktik cerukan yang menyimpang di mana mereka akan memposting transaksi terbesar ke transaksi terkecil untuk menciptakan biaya cerukan yang lebih besar. Saya berasumsi ketika menerima surat bahwa saya akan menerima cek dari gugatan class action. Saya belum menerima kompensasi apa pun untuk ini. Saya bahkan mengirim email ke bank perdagangan untuk meminta informasi kapan saya dapat mengharapkan untuk menerima kompensasi dari tindakan tidak adil dan kasar yang dilakukan oleh bank perdagangan ini. Saya mendapat balasan dari mereka dan mereka hanya mengatakan bersabar dan akhirnya saya akan menerima kompensasi. Itu sudah berlangsung beberapa bulan dan masih belum ada kabar apa pun tentang hal itu. Saya hanya ingin bisa mendapatkan apa yang terutang kepada saya, dan agar seseorang dari bank perdagangan benar-benar berbicara dengan saya, daripada hanya mengirimi saya email yang menginstruksikan saya untuk menunggu dengan sabar dengan tindak lanjut XXXX. Saya ingin penjelasan apakah saya seharusnya mendapat kompensasi dan mengapa saya belum menerimanya.;Normal
2096;Karena cek sebelumnya dari pelanggan Bank AS telah terpental ketika saya menyerahkannya ke bank saya ( XXXX XXXX, saya pergi ke Bank AS untuk mencairkan cek baru dari orang ini, untuk memastikan bahwa dananya ada di sana, dan mencegah kemungkinan biaya oleh bank saya jika saya menguangkannya di sana. Saya menunjukkan tanda pengenal yang dikeluarkan pemerintah, namun karena saya tidak memiliki rekening Bank AS, saya diberitahu bahwa saya akan dikenakan biaya sebesar {$7,00} untuk mencairkan cek tersebut ditanya apakah ada dana yang sesuai di rekening Bank AS untuk menutupi cek tersebut. Saya kemudian mengambil cek tersebut dan menyetorkannya ke rekening bank XXXX saya. Saya yakin Bank AS seharusnya tidak dapat membebankan biaya kepada seseorang karena menerima cek yang ditarik pada salah satu cek mereka rekening, jadi saya menyampaikan keluhan ini. Saya pikir CFPB harus melihat praktik ini, oleh Bank AS dan bank lain yang menawarkan layanan rekening giro.;Normal
2097;Pada hari Kamis, XXXX XXXX, 2014, saya masuk ke cabang XXXX di XXXX XXXX XXXX XXXX, GA untuk melakukan penarikan dari rekening giro saya. Saya menarik {$2000,00} dari rekening saya dan berencana menggunakan ATM cabang untuk menyetor dana sebesar {$700,00} ke rekening Bank of America saya. XXXX alasan saya mengubah rekening giro saya menjadi Rekening XXXX XXXX adalah untuk melakukan hal ini, tapi tetap saja, saya sudah konfirmasi ke teller bahwa saya bisa melakukan ini di ATM mereka. Dia menegaskan bahwa saya bisa. Saya berjalan ke ATM drive-up dan mulai menyetor dengan kartu Bank of America saya. Mesin tersebut menerima nomor kartu dan pin saya dan kemudian menampilkan berbagai rekening Bank of America saya. Saya memilih rekening giro saya lalu memasukkan uang tunai sebesar {$700,00} ke dalam ATM. Di sinilah masalahnya dimulai. ATM memberi saya pesan kesalahan: Permintaan transaksi ini tidak didukung oleh kartu Anda, silakan ambil uang tunai Anda. '' Kemudian mesin itu membeku. ATM tidak mengembalikan uang saya atau memberi saya tanda terima, dan saya tidak dapat melakukan apa pun lebih jauh untuk menyelesaikan transaksi. Saya segera menelepon XXXX Bank, perwakilan layanan pelanggan memerintahkan saya untuk masuk ke dalam cabang untuk melaporkan masalah tersebut. Teller keluar dan melihat ATM dibekukan, namun dia memberi tahu saya bahwa mesin tersebut tidak diservis di cabang dan saya harus menghubungi Bank of America. Saya melakukannya dan sepanjang sisa sore itu bolak-balik antara Bank of America dan XXXX mencoba menentukan apa yang bisa dilakukan. Antara saya sendiri, teller cabang XXXX, departemen Layanan ATM XXXX, dan Departemen Sengketa Bank of America, diputuskan bahwa ada masalah, dan saya harus kembali ke cabang keesokan harinya untuk mengajukan klaim ke bank. manajer cabang. Saya kembali pada hari Jumat pagi, XXXX XXXX, 2014 untuk mengajukan klaim melalui manajer cabang, XXXX XXXX. Saya diberitahu oleh teller yang sama bahwa XXXX XXXX tidak tersedia dan dia XXXX XXXX tidak yakin bagaimana cara membantu saya. Akhirnya, saya diberi nomor sengketa, namun belakangan saya mengetahui bahwa nomor tersebut tidak mewakili klaim yang diajukan cabang untuk saya. Setelah saya meninggalkan bank, XXXX XXXX mendekati saya di tempat parkir untuk memberi tahu saya bahwa XXXX akan menolak klaim tersebut. Secara keseluruhan, menurut saya sikapnya tidak kooperatif, sikapnya mengintimidasi, dan perilakunya tidak profesional dan tidak dapat dipercaya. Saya melanjutkan, tanpa bantuan XXXX XXXX, melalui prosedur klaim dan eskalasi XXXX dan Bank of America. Catatan telepon menunjukkan bahwa saya berkomunikasi dengan XXXX Bank Services dan Bank of America pada saat kejadian, dan tentunya ada video saya di teller, di ATM dan catatan bahwa {$700,00} disetorkan ke ATM itu atau uang tunainya. deposit telah melebihi {$700,00}. Saya telah mencoba mengikuti proses Bank of America dan XXXX Bank tetapi mereka hanya saling menyalahkan. XXXX baru-baru ini mengirimi saya email yang mengatakan bahwa Bank of America seharusnya meneliti situasi tersebut secara menyeluruh atas nama saya sebagai pemegang rekening dan berpotensi menawarkan pengembalian dana ''. Tidak ada bank yang mau mengambil tanggung jawab dan saya terjebak di tengah tarik-menarik mereka. Deposit saya sebesar {$700,00} dan saya harus berusaha mengatasi tidak adanya dana tersebut. Saya mencoba melakukan transaksi ATM yang diperbolehkan, saya melihat rekening BOA saya di layar tetapi ATM menyimpan uang saya dan tidak mendaftarkan setoran ke rekening BOA saya atau memberi saya slip setoran. Saya adalah nasabah kedua bank dan mereka mempunyai kewajiban untuk melindungi dana nasabahnya saat saya bertransaksi dengan mereka. Saya telah melampirkan foto pesan kesalahan ATM, email yang dikirim XXXX, yang menunjukkan bahwa BOA bertanggung jawab untuk mengembalikan dana saya. Saya juga menyertakan salinan dokumentasi Bank of America bahwa tidak ada transaksi yang diselesaikan pada hari itu.;Normal
2098;Saya mencoba membuka rekening bank tabungan online di Ally Bank dengan Nomor Pokok Wajib Pajak Orang Pribadi saya dan setelah panggilan telepon tindak lanjut saya dimintai gambar kartu jaminan sosial saya. Saya memberi tahu perwakilan pelanggan bahwa saya tidak memiliki kartu jaminan sosial, yang saya miliki hanyalah nomor Pokok Wajib Pajak Orang Pribadi saya dan dia melanjutkan untuk memberi tahu saya bahwa tidak mungkin untuk membuka rekening bank tabungan saya hanya dengan nomor Pokok Wajib Pajak Orang Pribadi saya .;Normal
2099;Saya menunjukkan cek untuk dicairkan di Wells Fargo seperti yang sering saya lakukan di masa lalu. Kadang-kadang saya diminta untuk meminta salah satu pegawai kantor untuk memverifikasi cek tersebut, dan di lain waktu teller menolak untuk menerima penyerahan tersebut, namun menolak untuk memberikan alasannya secara tertulis. Alasan mereka mengatakan (tentu saja tidak ada undang-undang yang mendukung kebijakan ini) Saya harus menyerahkan formulir identitas XXXX (XXXX) karena saya bukan pelanggan ''. Ya…konsep yang menarik disana karena, barang yang dibolehkan oleh bank bahkan tidak ada hubungannya dengan identifikasi ''apapun. Dan, kebijakan bank yang berlaku terhadap seseorang yang BUKAN nasabah merupakan tindakan ultra vires. PERIODE. Seperti Surat Izin Mengemudi, SSN, Akte Kelahiran, Kartu Bank dll. Tidak ada satupun yang merupakan bentuk tanda pengenal. Tindakan meminta tanda pengenal lain saja sudah merupakan tuduhan penipuan karena saya masuk ke bank dan menunjukkan alat tersebut hanya karena saya bukan nasabah. Dengan kata lain... apakah saya dituduh melakukan tindak pidana dengan menunjukkan cek dan bukan menjadi pelanggan? Penegakan hukum bahkan tidak memiliki kekuatan untuk memaksa seseorang untuk mengidentifikasi dirinya jika mereka tidak dituduh melakukan kejahatan! Jadi sebenarnya di bawah kewenangan SIAPA BANK tersebut beroperasi? Intinya, bank menuntut sesuatu yang tidak ada untuk menghormati instrumen yang diterbitkan oleh salah satu pelanggan mereka sendiri dan teller memberikan nasihat hukum kepada praktik hukum di jendela tanpa izin untuk melakukannya. Kebijakan yang mereka gunakan, tidak ada bedanya dengan mengatakan jika saya memiliki kebijakan gereja/perusahaan yang mengatakan semua non-Kristen/karyawan ''akan masuk neraka atau dikenakan pembayaran kepada gereja saya jika mereka tidak berpartisipasi. Langkah selanjutnya adalah tindakan sah karena menolak menghormati instrumen hukum yang dikeluarkan oleh salah satu pelanggan mereka ketika disajikan di jendela pertukaran uang kertas cadangan federal. Semuanya merupakan pelanggaran langsung terhadap Misi/Pernyataan Hak Asasi Manusia mereka sendiri.;Normal
2100;"Saya menerima surat ( tertanggal XXXX/XXXX/2015 ) dari HSBC Bank USA, NA yang meminta saya untuk memverifikasi alamat saya saat ini dan pengakuan rekening deposito HSBC saya. Saya mengisi formulir, mengesahkannya ke notaris, dan mengirimkan formulir tersebut pada XXXX/XXXX/2015 ke alamat yang diberikan. Namun, dua minggu kemudian, HSBC mengaku masih belum menerima formulir tersebut dan belum mengetahui status permasalahan tersebut karena telah melibatkan perusahaan pihak XXXX untuk melakukan proses tersebut. Sebagai konsumen, satu-satunya informasi kontak yang diberikan kepada saya adalah nomor layanan pelanggan HSBC XXXX. Saya tidak memiliki informasi kontak tentang XXXX, perusahaan pihak XXXX yang bekerjasama dengan HSBC, dan HSBC menolak memberikan informasi kontak lebih lanjut. Saya telah mencoba XXXX kali dan menghabiskan waktu berjam-jam untuk berbicara dengan sejumlah rekanan HSBC, namun tidak ada satupun yang mampu memberikan arahan atau bantuan berarti mengenai masalah ini. Saya merasa tersesat dalam prosesnya, karena jawaban/tanggapan yang diberikan oleh rekanan HSBC tidak konsisten bahkan bertentangan. Ini adalah masalah yang sensitif terhadap waktu. Menurut HSBC, saya punya waktu kurang dari 30 hari untuk merespons; jika tidak, dana tersebut akan dianggap ditinggalkan ''. Namun, HSBC tidak mengambil langkah yang tepat untuk menangani kasus ini secara tepat waktu, dan tidak menyediakan cara kooperatif untuk bekerja sama dengan konsumen.";Normal
2101;Saya memiliki rekening giro di bank td, menaruh uang di atm XXXX mengambil uang yang diposting di rekening giro saya yang tertunda dan kemudian di rekening giro saya. memberi saya slip putih dan tidak mengembalikan uang saya. ada pesan error tapi atm masih menyimpan uang saya. Saya menaruh uang itu di bank td di XXXX, nj dan pergi ke sana secara langsung hari ini dan memberi tahu mereka serta menelepon nomor XXXX juga. Saya masih tidak melihat uang saya kembali. Saya merasa seolah-olah bank mencuri uang saya. Seharusnya tidak ada masalah dengan uang itu karena uang itu dimasukkan ke dalam rekening saya dan digunakan untuk sewa saya. mereka mengambilnya tanpa sepatah kata pun kepadaku. Saya membutuhkannya kembali ke rekening saya karena saya memiliki tagihan yang harus dibayar;Normal
2102;Bank saya menolak cek saya ke rekening dari bank saya. Sepertinya tidak ada yang mengerti apa yang terjadi. Capitol One mengelola Akun XXXX saya. Ini diidentifikasi sebagai Akun Capitol One, saya menelepon mereka untuk mencari tahu apa yang terjadi dan tidak ada yang bisa menjelaskan. Saya sedang menelepon selama satu jam, akhirnya mereka ingin melakukan panggilan konferensi tetapi orang tersebut sedang keluar untuk makan siang. Kemudian saya disuruh menelepon kembali. XXXX jam di telepon dan tidak ada solusi. Akun tersebut ditandai Disarankan. Sebuah laporan dibuat ke sumber kredit dan XXXX mengirimi saya surat yang memberitahukan bahwa mereka telah mengirimkannya ke agen kredit.???? Ini adalah surat yang dikirimkan kepada saya secara online dari surat pribadi bank.. Pembayaran Anda ke XXXX XXXX XXXX sebesar {$290,00} pada XXXX/XXXX/2015 ditolak oleh penerima pembayaran. Penerima pembayaran ini tidak akan berbicara dengan pihak XXXX mengenai alasan pengembalian pembayaran demi keamanan akun Anda. Kami sedang dalam proses mengeluarkan pengembalian dana ke rekening giro Anda dengan Capital One. Harap tunggu XXXX hari kerja agar pengembalian dana dapat diterapkan (tidak termasuk akhir pekan dan hari libur). Kami mohon maaf atas ketidaknyamanan yang mungkin ditimbulkan. Terima kasih telah melakukan perbankan online dengan Capital One, kami menghargai bisnis Anda dan kesempatan untuk melayani Anda. Salam, XXXXCapital One Online BankingSaya berbicara dengan XXXX XXXX tetapi tidak dengan mereka dan bank dan mereka mengatakan mungkin ada kesalahan sistem? Tentang apa semua ini. Jika bank mempunyai hubungan yang terbukti sebagai Capitol One, bagaimana bisa bank tersebut tidak menerima cek saya? Mohon saran. XXXX;Normal
2103;Saya menyetorkan cek melalui setoran seluler. Cek itu kemudian dicuri dari saya dan dicairkan lagi XXXX Saya tidak tahu di mana). Dana tersebut ditarik dari rekening saya oleh bank saya dan mereka memberi tahu saya bahwa mereka tidak dapat berbuat apa-apa.;Normal
2104;Rumah saya rusak akibat kebakaran pada XXXX 2013, klaim diajukan ke XXXX XXXX XXXX XXXX oleh Ocwen Loan Servicing, perusahaan hipotek saya. Jumlah total yang disetujui oleh XXXX XXXX untuk menutupi biaya kerusakan adalah {$150000.00} dimana {$14000.00} ditahan, dan masih ditahan oleh XXXX XXXX sebagai penyusutan yang dapat dipulihkan. Dari {$130000.00} yang dicairkan ke Ocwen, hanya {$100000.00} yang dibayarkan untuk perbaikan rumah saya. Saya telah mencoba untuk membuat Ocwen mengeluarkan sisa dana agar saya dapat menyelesaikan perbaikan rumah saya, namun tidak berhasil, mereka menyatakan bahwa semua uang yang dibayarkan kepada mereka oleh perusahaan asuransi telah dicairkan untuk perbaikan properti. . Saya bahkan mencoba berbicara dengan XXXX XXXX tentang pelepasan penyusutan yang dapat dipulihkan untuk membantu saya menyelesaikan perbaikan, namun saya tidak mendapatkan hasil apa pun. Saat ini saya sedang membayar hipotek atas properti yang tidak layak huni. Masalah lain yang saya hadapi adalah, meskipun perbaikan rumah belum selesai, Ocwen mengklaim bahwa mereka telah mengirimkan inspektur ke properti untuk menilai kemajuan perbaikan, dan mereka kemudian menerima laporan pekerjaan yang lengkap. dari inspektur mereka, yang namanya masih menjadi misteri. Di sisi lain, saya akan sangat menghargai jika Anda mau melihat etika kerja XXXX XXXX XXXX, juga dikenal sebagai XXXX XXXX XXXX, mereka adalah kontraktor yang saya pekerjakan untuk melakukan perbaikan di rumah saya, tetapi mereka memutuskan untuk mengambil dana asuransi. dan tidak melakukan pekerjaan yang diwajibkan, kebetulan inilah yang menarik perhatian saya pada fakta bahwa Ocwen menahan dana asuransi. XXXX XXXX. XXXX XXXX, menerima dan mencairkan cek dengan memalsukan tanda tangan saya.;Normal
2105;Bank of America menghubungi saya dan memberi tahu bahwa Kartu Debit Giro saya telah disusupi sehingga mereka membatalkan dan menerbitkan kembali yang lain. Saya menelepon mereka untuk meminta informasi lebih lanjut, mereka mengatakan bahwa mereka tidak memiliki informasi apa pun untuk dibagikan, dan saya memberi tahu mereka bahwa saya ingin tahu apa pelanggarannya dan kapan. Saya diberitahu bahwa kadang-kadang mereka hanya diberitahu oleh Penegakan Hukum XXXX tentang pelanggaran tersebut, namun bank tidak tahu mengapa mereka membatalkan kartu tersebut, hal ini tidak dapat saya terima. Saya percaya bahwa saya memiliki hak untuk mengetahui secara pasti apa yang terjadi dan lebih detailnya, ini adalah tanggung jawab saya dan mereka harus dapat memberi tahu saya ...;Normal
2106;Saya mengajukan permohonan rekening di Ally Bank dan mereka membuka rekening saya, melakukan transfer uang dari rekening giro asli saya dan kemudian memblokir akses ke rekening Ally saya dan tidak akan mengembalikan uang saya. Mereka bilang mereka tidak bisa melakukan pemeriksaan kredit dan menganggap saya penipu. Saya memberi tahu mereka bahwa tidak pernah kapan pun di situs web mereka mereka memberi tahu saya bahwa mereka akan melakukan pemeriksaan kredit dan saya adalah korban pencurian identitas beberapa tahun yang lalu dan membekukan laporan kredit saya. Mereka menolak mengembalikan uang tersebut. Mereka seharusnya tidak pernah membuka rekening atau mentransfer uang saya ke rekening mereka jika mereka tidak dapat melakukan pemeriksaan kredit. Dan mereka seharusnya mengiklankan dan memberi tahu saya secara online bahwa mereka melakukan pemeriksaan kredit.;Normal
2107;Saya mengirimkan pembayaran tagihan ke Angkatan Laut Federal apakah mereka mengirimkan akun yang diperbarui dengan nomor konfirmasi dan membayar XXXX hubungi saya menyatakan bahwa tidak membayar cek kemudian saya melakukan sistem yang telah dibayar dan tidak membayarnya. Apakah mereka memperbarui sistem perbankan mereka dengan penipuan dan informasi yang menyesatkan dan kemudian ingin meminta pertanggungjawaban anggota atas kesalahan tersebut? Serikat Kredit Federal Angkatan Laut perlu diselidiki dan semua kesalahan dan manajemen yang dilakukan staf atau manajemen harus dihukum sesuai dengan Peraturan Federal Amerika Serikat;Normal
2108;Pada XXXX XXXX, 2015, seorang teman saya di XXXX mengirimi saya USD {$500,00} dari banknya, XXXX, di XXXX. Hanya {$470.00} yang diposting ke akun saya di XXXX XXXX XXXX XXXX XXXX. Dia membayar biaya transfer kawat secara terpisah. Pada XXXX XXXX, 2015, dia mengirimkan USD lagi {$500,00}, sekali lagi membayar biaya transfer kawat secara terpisah. Sekali lagi, hanya {$470.00} yang dikirimkan ke akun saya. Saya menelepon XXXX XXXX, dan mereka mengatakan hanya {$470,00} yang mereka dapatkan. Saya menghubungi XXXX di XXXX melalui email, dan mereka mengatakan bahwa mereka mengirim USD {$500,00}, dan Federal Reserve mengenakan biaya sebesar {$25,00} untuk mengirimkan transfer ke bank saya. Saya menghubungi Federal Reserve dan mereka mengatakan bahwa jadwal biaya XXXX XXXX XXXX 2015 adalah {$0,00} untuk transfer hingga {$14000.00}. Setiap kali saya menerima wire sebelumnya dari luar negeri, saya tidak pernah dikenakan biaya apa pun. {$25.00} bukanlah jumlah yang besar, namun mungkin terjadi sesuatu yang berdampak lebih dari saya. Seseorang mengambil {$25,00}. Saya tidak mendapat tempat untuk menentukan siapa orang ini, dan saya sangat menghargai bantuan Anda dalam masalah ini. Terima kasih atas semua pekerjaan hebat yang Anda lakukan. Setiap orang Amerika bangga pada Anda dan berterima kasih atas apa yang Anda lakukan. Lanjutkan kerja baikmu;Normal
2109;Suatu saat dalam 2 tahun terakhir, Bank of America mengubah rekening giro saya dari XXXX yang bebas biaya menjadi XXXX yang memerlukan saldo minimum bulanan atau setoran langsung dalam jumlah tertentu setiap bulan untuk menghindari biaya {$12,00}. Selain itu, Bank of America mengunci kemampuan saya untuk mentransfer dana ke rekening sekitar setahun terakhir. Pada XXXX tahun 2015, saldo saya gagal memenuhi persyaratan minimum dan saya dikenakan biaya sebesar {$12,00} ini. Saya menyampaikan masalah ini kepada BofA dan menyatakan bahwa saya tidak dapat mentransfer dana tambahan ke rekening dan meminta agar biaya tersebut dikembalikan. Mereka menjawab bahwa mereka tidak akan mengembalikan biaya tersebut dan saya segera mentransfer sisa dana saya dari rekening dan meminta BofA untuk menutup rekening. Setelah transfer, BofA membebankan biaya pemeliharaan tambahan kepada saya, yang kemudian menarik rekening secara berlebihan sehingga mengakibatkan biaya cerukan sebesar {$35,00}. Sekarang BofA telah memberi tahu saya bahwa mereka tidak akan menutup akun saya sampai saya membayar biaya yang telah mereka bebankan kepada saya.;Normal
2110;Praktek masyarakat yang menggunakan chargeback Chargeback '' HARUS dihentikan. Ini sepenuhnya merupakan tindakan kriminal, karena orang-orang tersebut dapat menelepon ke bank mereka dengan sangat mudah dan hanya meminta mereka untuk Membalikkan Biaya '' terhadap pedagang, MESKIPUN PRODUK BELUM DIKEMBALIKAN, dan SETELAH LAYANAN DIBERIKAN DENGAN BENAR. XXXX membiarkan praktik semacam ini terjadi secara terus-menerus, sehingga merugikan pedagang dan konsumen jutaan dolar per tahun. Dalam kasus khusus yang saya laporkan saat ini, yang harus dilakukan pelanggan hanyalah memberi tahu mereka bahwa kami menagih mereka XXXX '', dan mereka lolos!! Kami TIDAK menagih mereka XXXX. Mereka melakukan PEMBAYARAN XXXX. Pembayaran XXXX adalah uang muka 50 % untuk RESERVE jasa sewa, dan yang lainnya adalah pembayaran akhir terhadap SALDO TERHUTANG. Pelanggan hanya mengatakan kepada bank bahwa tagihan XXXX adalah DUPLIKAT, padahal sebenarnya, ADALAH PEMBAYARAN AKHIR ATAS SALDO. Ini sangat merugikan banyak orang DAN HARUS DIHENTIKAN!!;Normal
2111;Saya adalah salah satu pelaksana Estate yang mengelola rekening bank di People's United Bank. Saya harus melakukan pembayaran pajak pada XXXX XXXX. Saya memberikan surat tertanggal XXXX/XXXX/15 yang dikirim dari petugas akun di Peoples yang merangkum secara ringkas masalah yang terjadi. Terdapat lebih dari cukup dana di pasar uang Estate untuk menutupi pembayaran pajak yang perlu dilakukan. IRS mengklaim denda sebesar {$4100,00} karena pembayaran yang tidak dihormati. Akuntan Estate mengirimkan surat ke IRS menjelaskan situasinya dan menyertakan salinan surat XXXX XXXX, manajer layanan pelanggan People's United. Sebagai tanggapan, IRS mengirimkan formulir XXXX 'Identifikasi Masalah Pembayaran Bank XXXX yang saya teruskan ke People untuk diselesaikan. Mereka menolak untuk memberikan bantuan apa pun dalam hal ini karena mereka berpendapat bahwa hal tersebut bukanlah masalah mereka, meskipun ada surat dari petugas mereka XXXX XXXX XXXX XXXX yang menyatakan bahwa hal tersebut adalah masalah mereka. Mengingat surat dari XXXX XXXX tertanggal XXXX XXXX, 2015, posisi yang dipilih Masyarakat tidak dapat dipahami.;Normal
2112;Putri saya dan saya menjual mobilnya. Kami berhati-hati dalam melakukan segala sesuatu di tempat umum termasuk lokasi dengan liputan video. kami diberi cek kasir sebesar {$10000,00} yang diberikan kepada orang yang membeli mobil tersebut. Dia menandatanganinya kepada putri saya, kami memiliki saksi dan video mengenai hal ini beserta kuitansinya. Cek tersebut dibawa ke Chase Bank di XXXX Il, dan disimpan di rekeningnya. Kasir saat itu mengatakan dana segera tersedia. Keesokan harinya rekening putri saya menyatakan dana tersedia. Pada hari Sabtu dia menelepon layanan pelanggan untuk menaikkan titik pembeliannya menjadi {$8000,00} untuk membeli mobil. Ini disetujui oleh layanan pelanggan Chase. Dealer tidak mau menjalankan kartu kredit karena ada biaya. Kami pergi ke cabang Chase XXXX XXXX XXXX untuk menarik dana dan cek kasir. Mereka menolak kami dan mengatakan akun harus ditahan. Kami pergi dan pergi ke cabang XXXX tempat kami melakukan bank. Di sana kami diberitahu bahwa kebijakan Chase untuk tidak mengeluarkan dana pada cek kasir pihak ketiga kecuali pihak penerbit hadir atau dapat dihubungi. Orang ini menghindari semua panggilan, SMS, dari kami, pengacara saya, dan bank. Chase mengatakan uang akan ditahan tanpa batas waktu. Ini disajikan pada saat penyetoran. Kasir mengambil cek itu dan menyetorkannya seolah tidak ada yang salah. Jika saya diberitahu tentang hal ini, saya tidak akan menyetorkannya, saya akan pergi ke bank penerbit. kami, hukumku;Normal
