IDE;Text;kategori;;
578; Hadiah besar untuk pelanggan setia! Setiap bulan, kami memberikan hadiah spesial untuk pelanggan setia kami. Jangan lewatkan kesempatan ini!;Spam;;
579; Beli sekarang juga dan dapatkan harga terbaik! Hanya hari ini, dapatkan produk favorit Anda dengan harga terbaik di toko kami.;Spam;;
580; Hibah langsung tanpa syarat! Segera klaim hibah Anda dengan mengisi formulir online. Proses cepat dan mudah!;Spam;;
581; Dapatkan diskon besar untuk semua produk di toko kami! Hanya hari ini, jangan lewatkan kesempatan untuk berbelanja dengan harga murah.;Spam;;
582; Promo spesial untuk pelanggan setia! Dapatkan diskon besar dan hadiah langsung untuk setiap pembelian di toko kami.;Spam;;
583; Hadiah cepat untuk setiap pembelian! Jangan lewatkan kesempatan untuk mendapatkan hadiah spesial ini.;Spam;;
584; Cepat dan aman! Dapatkan pinjaman instan dengan bunga rendah hanya dengan mengisi formulir online. Hubungi kami sekarang!;Spam;;
585; Bonus hari ini untuk pelanggan setia! Dapatkan bonus langsung untuk setiap pembelian di toko kami. Jangan lewatkan kesempatan ini!;Spam;;
586; Investasi aman dengan keuntungan besar! Hubungi kami sekarang untuk informasi lebih lanjut dan mulailah investasi Anda!;Spam;;
587; Untung melimpah dengan investasi aman dan menguntungkan! Hubungi kami sekarang untuk informasi lebih lanjut dan mulailah investasi Anda!;Spam;;
588; Promo bulan ini untuk pelanggan setia! Dapatkan diskon besar dan hadiah langsung untuk setiap pembelian di toko kami.;Spam;;
589; Pinjaman cepat dengan bunga rendah! Proses mudah dan cepat hanya dengan mengisi formulir online. Segera hubungi kami!;Spam;;
590; Diskon khusus untuk pelanggan setia! Dapatkan harga terbaik untuk produk favorit Anda hanya di toko kami.;Spam;;
591; Hadiah harian untuk pelanggan setia! Setiap hari, kami memberikan hadiah spesial untuk pelanggan setia kami. Jangan lewatkan kesempatan ini!;Spam;;
592; Langsung kaya dengan peluang bisnis menguntungkan! Bergabunglah dengan kami dan mulailah meraih kesuksesan finansial sekarang juga!;Spam;;
593; Jual cepat untung besar! Kami menawarkan harga terbaik untuk produk Anda. Hubungi kami sekarang untuk mendapatkan penawaran terbaik!;Spam;;
594; Pinjaman ringan dengan bunga rendah! Proses cepat dan mudah hanya dengan mengisi formulir online. Segera hubungi kami!;Spam;;
595; Promo istimewa untuk pelanggan setia! Dapatkan diskon besar dan hadiah langsung untuk setiap pembelian di toko kami.;Spam;;
596; Untung instan dengan investasi aman dan menguntungkan! Hubungi kami sekarang untuk informasi lebih lanjut dan mulailah investasi Anda!;Spam;;
597; Gratis biaya untuk setiap pendaftaran baru! Dapatkan hadiah langsung hanya dengan mendaftar di situs kami. Jangan lewatkan kesempatan ini!;Spam;;
598; Hanya di sini! Dapatkan harga terbaik untuk produk favorit Anda hanya di toko kami. Jangan lewatkan kesempatan emas ini!;Spam;;
599; Dapat bonus untuk setiap pembelian produk di toko kami! Jangan lewatkan kesempatan untuk mendapatkan bonus eksklusif ini.;Spam;;
600; Peluang besar untuk investasi menguntungkan! Hubungi kami sekarang untuk informasi lebih lanjut dan mulailah investasi Anda!;Spam;;
601;"""Dapatkan diskon besar di toko kami sekarang juga!""";Spam;;
602;"""Belanja online dan nikmati potongan harga spesial!""";Spam;;
603;"""Peluang investasi besar dengan keuntungan cepat!""";Spam;;
604;"""Promo eksklusif untuk pelanggan setia kami.""";Spam;;
605;"""Daftar sekarang dan dapatkan bonus langsung!""";Spam;;
606;"""Ikuti survei singkat dan menangkan hadiah menarik!""";Spam;;
607;"""Penawaran terbatas! Beli 1 gratis 1 sekarang!""";Spam;;
608;"""Ayo bergabung dengan program loyalitas kami!""";Spam;;
609;"""Butuh pinjaman cepat? Hubungi kami segera!""";Spam;;
610;"""Diskon hingga 70% di seluruh koleksi kami!""";Spam;;
611;"""Gratis ongkir untuk pembelian hari ini saja!""";Spam;;
612;"""Upgrade ke akun premium dengan harga spesial!""";Spam;;
613;"""Dapatkan cashback setiap kali berbelanja!""";Spam;;
614;"""Tawaran eksklusif hanya untuk Anda!""";Spam;;
615;"""Belanja kebutuhan harian dengan harga miring!""";Spam;;
616;"""Paket liburan hemat, pesan sekarang!""";Spam;;
617;"""Kunjungi website kami untuk promo terbaru!""";Spam;;
618;"""Hanya hari ini, beli satu gratis satu!""";Spam;;
619;"""Nikmati layanan premium dengan harga terjangkau!""";Spam;;
620;"""Dapatkan poin reward setiap transaksi!""";Spam;;
621;"""Produk baru tersedia, beli sekarang!""";Spam;;
622;"""Diskon khusus akhir pekan ini saja!""";Spam;;
623;"""Investasi aman dengan bunga tinggi!""";Spam;;
624;"""Dapatkan hadiah langsung tanpa diundi!""";Spam;;
625;"""Promo besar-besaran akhir tahun!""";Spam;;
626;"""Nikmati diskon spesial untuk anggota baru!""";Spam;;
627;"""Gratis produk sample untuk Anda!""";Spam;;
628;"""Pesan sekarang, bayar bulan depan!""";Spam;;
629;"""Tukar poin dengan hadiah menarik!""";Spam;;
630;"""Ikuti kuis berhadiah kami sekarang!""";Spam;;
631;"""Cek promo terbaru di aplikasi kami!""";Spam;;
632;"""Gabung sekarang, dapatkan diskon 50%!""";Spam;;
633;"""Hanya di sini, diskon hingga 80%!""";Spam;;
634;"""Penawaran terbatas, jangan lewatkan!""";Spam;;
635;"""Beli tiket konser dengan diskon besar!""";Spam;;
636;"""Promo spesial untuk pengguna kartu kredit!""";Spam;;
637;"""Gratis upgrade layanan untuk bulan ini!""";Spam;;
638;"""Pesan hotel dengan harga terbaik!""";Spam;;
639;"""Diskon khusus untuk pelanggan pertama!""";Spam;;
640;"""Dapatkan voucher belanja senilai Rp100.000!""";Spam;;
641;"""Penawaran eksklusif di aplikasi mobile kami!""";Spam;;
642;"""Dapatkan asuransi dengan premi murah!""";Spam;;
643;"""Promo bundling produk elektronik!""";Spam;;
644;"""Dapatkan harga grosir untuk produk favorit!""";Spam;;
645;"""Pelanggan setia, dapatkan bonus spesial!""";Spam;;
646;"""Daftar kursus online dengan potongan harga!""";Spam;;
647;"""Belanja produk kecantikan dengan harga spesial!""";Spam;;
648;"""Paket data murah untuk pelanggan baru!""";Spam;;
649;"""Diskon khusus untuk pembelian pertama!""";Spam;;
650;"""Upgrade keanggotaan dengan penawaran menarik!""";Spam;;
651;"""Ikuti undian berhadiah besar dari kami!""";Spam;;
652;"""Promo menarik setiap hari, cek sekarang!""";Spam;;
653;"""Belanja hemat dengan kupon diskon kami!""";Spam;;
654;"""Produk fashion terbaru dengan diskon besar!""";Spam;;
655;"""Promo gila-gilaan, beli sekarang!""";Spam;;
656;"""Hanya hari ini, diskon 90%!""";Spam;;
657;"""Gratis konsultasi keuangan untuk Anda!""";Spam;;
658;"""Diskon spesial untuk produk elektronik!""";Spam;;
659;"""Nikmati fasilitas premium dengan harga diskon!""";Spam;;
660;"""Promo khusus untuk pelanggan setia!""";Spam;;
661;"""Beli sekarang, bayar bulan depan!""";Spam;;
662;"""Ayo ikut kontes foto berhadiah!""";Spam;;
663;"""Belanja produk rumah tangga dengan diskon besar!""";Spam;;
664;"""Tukarkan poin dengan hadiah langsung!""";Spam;;
665;"""Diskon khusus untuk produk baru!""";Spam;;
666;"""Promo eksklusif di akhir pekan ini!""";Spam;;
667;"""Belanja kebutuhan bayi dengan harga spesial!""";Spam;;
668;"""Dapatkan hadiah langsung tanpa diundi!""";Spam;;
669;"""Penawaran menarik setiap minggu!""";Spam;;
670;"""Diskon khusus untuk anggota baru!""";Spam;;
671;"""Gratis layanan selama satu bulan!""";Spam;;
672;"""Promo spesial hanya untuk Anda!""";Spam;;
673;"""Dapatkan asuransi perjalanan dengan harga murah!""";Spam;;
674;"""Belanja online dengan cashback besar!""";Spam;;
675;"""Nikmati diskon hingga 75% sekarang!""";Spam;;
676;"""Promo besar-besaran di toko kami!""";Spam;;
677;"""Gratis ongkir untuk pembelian minimal!""";Spam;;
678;"""Diskon khusus untuk produk pilihan!""";Spam;;
679;"""Belanja hemat dengan voucher diskon!""";Spam;;
680;"""Daftar sekarang dan dapatkan bonus!""";Spam;;
681;"""Nikmati potongan harga khusus hari ini!""";Spam;;
682;"""Promo eksklusif untuk pengguna aplikasi!""";Spam;;
683;"""Diskon besar untuk produk elektronik!""";Spam;;
684;"""Tukar poin dengan produk gratis!""";Spam;;
685;"""Promo spesial untuk pengguna baru!""";Spam;;
686;"""Belanja produk kesehatan dengan harga murah!""";Spam;;
687;"""Penawaran terbatas, segera beli sekarang!""";Spam;;
688;"""Gratis produk setiap pembelian minimal!""";Spam;;
689;"""Diskon hingga 80% untuk produk fashion!""";Spam;;
690;"""Nikmati layanan premium dengan harga spesial!""";Spam;;
691;"""Promo eksklusif hanya untuk Anda!""";Spam;;
692;"""Dapatkan cashback setiap transaksi!""";Spam;;
693;"""Belanja hemat dengan kupon diskon!""";Spam;;
694;"""Diskon besar untuk produk kecantikan!""";Spam;;
695;"""Belanja kebutuhan rumah tangga dengan harga murah!""";Spam;;
696;"""Promo gila-gilaan akhir tahun!""";Spam;;
697;"""Diskon khusus untuk pelanggan setia!""";Spam;;
698;"""Nikmati fasilitas premium dengan harga diskon!""";Spam;;
699;"""Tukar poin dengan hadiah langsung!""";Spam;;
700;"""Belanja hemat dengan voucher diskon!""";Spam;;
701;"""Daftar sekarang dan dapatkan bonus!""";Spam;;
702;"""Nikmati potongan harga khusus hari ini!""";Spam;;
703;"""Promo eksklusif untuk pengguna aplikasi!""";Spam;;
704;"""Diskon besar untuk produk elektronik!""";Spam;;
705;"""Tukar poin dengan produk gratis!""";Spam;;
706;"""Promo spesial untuk pengguna baru!""";Spam;;
707;"""Belanja produk kesehatan dengan harga murah!""";Spam;;
708;"""Penawaran terbatas, segera beli sekarang!""";Spam;;
709;"""Gratis produk setiap pembelian minimal!""";Spam;;
710;"""Diskon hingga 80% untuk produk fashion!""";Spam;;
711;"""Nikmati layanan premium dengan harga spesial!""";Spam;;
712;"""Promo eksklusif hanya untuk Anda!""";Spam;;
713;"""Dapatkan cashback setiap transaksi!""";Spam;;
714;"""Belanja hemat dengan kupon diskon!""";Spam;;
715;"""Diskon besar untuk produk kecantikan!""";Spam;;
716;"""Belanja kebutuhan rumah tangga dengan harga murah!""";Spam;;
717;"""Promo gila-gilaan akhir tahun!""";Spam;;
718;"""Diskon khusus untuk pelanggan setia!""";Spam;;
719;"""Nikmati fasilitas premium dengan harga diskon!""";Spam;;
720;"""Tukar poin dengan hadiah langsung!""";Spam;;
721;"""Belanja hemat dengan voucher diskon!""";Spam;;
722;"""Daftar sekarang dan dapatkan bonus!""";Spam;;
723;"""Nikmati potongan harga khusus hari ini!""";Spam;;
724;"""Promo eksklusif untuk pengguna aplikasi!""";Spam;;
725;"""Diskon besar untuk produk elektronik!""";Spam;;
726;"""Tukar poin dengan produk gratis!""";Spam;;
727;"""Promo spesial untuk pengguna baru!""";Spam;;
728;"""Belanja produk kesehatan dengan harga murah!""";Spam;;
729;"""Penawaran terbatas, segera beli sekarang!""";Spam;;
730;"""Gratis produk setiap pembelian minimal!""";Spam;;
731;"""Diskon hingga 80% untuk produk fashion!""";Spam;;
732;"""Nikmati layanan premium dengan harga spesial!""";Spam;;
733;"""Promo eksklusif hanya untuk Anda!""";Spam;;
734;"""Dapatkan cashback setiap transaksi!""";Spam;;
735;"""Belanja hemat dengan kupon diskon!""";Spam;;
736;"""Diskon besar untuk produk kecantikan!""";Spam;;
737;"""Belanja kebutuhan rumah tangga dengan harga murah!""";Spam;;
738;"""Promo gila-gilaan akhir tahun!""";Spam;;
739;"""Diskon khusus untuk pelanggan setia!""";Spam;;
740;"""Nikmati fasilitas premium dengan harga diskon!""";Spam;;
741;"""Tukar poin dengan hadiah langsung!""";Spam;;
742;"""Belanja hemat dengan voucher diskon!""";Spam;;
743;"""Daftar sekarang dan dapatkan bonus!""";Spam;;
744;"""Nikmati potongan harga khusus hari ini!""";Spam;;
745;"""Promo eksklusif untuk pengguna aplikasi!""";Spam;;
746;"""Diskon besar untuk produk elektronik!""";Spam;;
747;"""Tukar poin dengan produk gratis!""";Spam;;
748;"""Promo spesial untuk pengguna baru!""";Spam;;
749;"""Belanja produk kesehatan dengan harga murah!""";Spam;;
750;"""Penawaran terbatas, segera beli sekarang!""";Spam;;
751;"""Halo Budi, bagaimana kabarmu hari ini? Aku baru saja selesai membaca buku yang sangat menarik tentang sejarah seni. Aku pikir kamu akan menyukainya juga, mengingat kamu menyukai seni. Apakah kamu sedang membaca buku yang menarik saat ini?""";Normal;;
752;"""Selamat pagi, Lisa! Aku baru saja melihat film dokumenter tentang perubahan iklim dan dampaknya pada kehidupan manusia. Film itu sangat membuka mata dan membuatku berpikir lebih dalam tentang cara kita menjaga lingkungan. Apakah kamu punya rekomendasi film atau dokumenter lain yang bagus?""";Normal;;
753;"""Hai Andi, apakah kamu ingat perjalanan kita ke Bali tahun lalu? Itu adalah salah satu liburan terbaik yang pernah kita alami. Pantai, makanan, dan budaya di sana benar-benar mengagumkan. Aku berharap kita bisa merencanakan perjalanan serupa lagi tahun ini. Bagaimana menurutmu?""";Normal;;
754;"""Halo Siti, aku ingin berbagi kabar baik denganmu. Aku baru saja diterima di program magister yang aku impikan selama ini. Proses seleksi sangat ketat dan aku sangat bersyukur bisa lolos. Terima kasih atas dukunganmu selama ini. Bagaimana kabar studimu?""";Normal;;
755;"""Selamat sore, Rina! Aku baru saja kembali dari pameran seni di kota. Banyak karya seni modern yang dipamerkan dan semuanya sangat inspiratif. Aku jadi tertarik untuk belajar lebih banyak tentang seni modern. Apakah kamu tertarik untuk ikut kursus seni bersama?""";Normal;;
756;"""Hai, Bagas! Bagaimana kabar proyek musikmu? Aku mendengar demo terbaru yang kamu kirimkan dan itu terdengar luar biasa. Kamu benar-benar berbakat dalam menciptakan melodi yang catchy. Aku yakin albummu akan sukses besar. Kapan kita bisa bertemu untuk membicarakan ide kolaborasi kita?""";Normal;;
757;"""Halo, Wati! Aku baru saja mencoba resep baru untuk kue cokelat dan hasilnya sangat lezat. Aku berpikir untuk membuat lebih banyak dan membagikannya kepada teman-teman. Apakah kamu punya resep favorit yang ingin kamu bagikan? Mungkin kita bisa mengadakan pesta kue kecil di rumahku.""";Normal;;
758;"""Selamat malam, Arief! Aku baru saja selesai menonton pertandingan sepak bola tadi malam dan itu sangat mendebarkan. Tim favoritku berhasil menang dengan skor yang sangat tipis. Apakah kamu sempat menonton pertandingan itu? Bagaimana pendapatmu tentang permainan tadi malam?""";Normal;;
759;"""Hai, Dinda! Aku ingin bercerita tentang perjalanan terakhirku ke Yogyakarta. Kota itu benar-benar memikat dengan keindahan alam dan budayanya. Aku mengunjungi Candi Borobudur dan menikmati pemandangan matahari terbit yang spektakuler. Kamu harus mengunjungi Yogyakarta suatu hari nanti. Apa destinasi impianmu?""";Normal;;
760;"""Selamat siang, Edo! Aku baru saja mengikuti seminar tentang teknologi blockchain dan potensinya di masa depan. Topiknya sangat menarik dan memberikan wawasan baru tentang bagaimana teknologi ini dapat mengubah berbagai industri. Apakah kamu tertarik untuk belajar lebih banyak tentang blockchain?""";Normal;;
761;"""Halo, Indah! Bagaimana kabar kesehatanmu? Aku mendengar dari Ibu bahwa kamu baru saja menjalani operasi kecil. Semoga pemulihanmu berjalan lancar dan kamu segera pulih sepenuhnya. Jangan ragu untuk menghubungiku jika kamu butuh bantuan atau sekadar ingin berbicara.""";Normal;;
762;"""Hai, Rudi! Aku baru saja mendapatkan pekerjaan baru di perusahaan teknologi. Aku sangat bersemangat untuk memulai karir baru ini dan belajar lebih banyak tentang industri ini. Terima kasih atas dukungan dan motivasimu selama ini. Bagaimana kabar pekerjaanmu? Ada proyek baru yang menarik?""";Normal;;
763;"""Selamat pagi, Maya! Aku baru saja menemukan kafe kecil yang nyaman di dekat kantor. Mereka menyajikan kopi terbaik yang pernah aku coba dan suasananya sangat tenang, cocok untuk bekerja atau membaca buku. Kapan-kapan kita harus pergi ke sana bersama-sama. Bagaimana kabarmu hari ini?""";Normal;;
764;"""Halo, Faisal! Aku ingin berbagi pengalaman tentang perjalanan mendaki gunung yang baru saja aku lakukan. Pendakian itu sangat menantang, tapi pemandangan di puncak benar-benar sepadan. Apakah kamu tertarik untuk ikut mendaki gunung bersama suatu saat nanti? Aku yakin kita akan menikmati petualangan tersebut.""";Normal;;
765;"""Hai, Sinta! Aku baru saja menyelesaikan proyek seni yang sudah lama aku kerjakan. Hasilnya sangat memuaskan dan aku merasa sangat bangga. Aku ingin mengadakan pameran kecil untuk memamerkan karyaku. Apakah kamu ingin datang dan memberikan pendapatmu? Bagaimana kabar proyek senimu?""";Normal;;
766;"""Selamat sore, Dedi! Aku baru saja membaca artikel menarik tentang kesehatan mental dan pentingnya menjaga keseimbangan hidup. Artikel itu sangat inspiratif dan membuatku berpikir lebih banyak tentang cara kita bisa meningkatkan kualitas hidup kita. Apakah kamu punya tips atau pengalaman yang ingin kamu bagikan?""";Normal;;
767;"""Halo, Lila! Aku ingin mengajakmu untuk bergabung dalam kegiatan relawan yang aku ikuti. Kami bekerja dengan anak-anak kurang mampu dan memberikan mereka pendidikan tambahan. Kegiatan ini sangat berarti dan menyenangkan. Aku yakin kamu akan menikmati dan merasa terinspirasi. Bagaimana pendapatmu?""";Normal;;
768;"""Hai, Tommy! Bagaimana kabar perkembangan bisnismu? Aku mendengar bahwa kamu baru saja meluncurkan produk baru. Selamat atas pencapaianmu! Aku sangat tertarik untuk mengetahui lebih banyak tentang produkmu dan mungkin kita bisa bekerjasama. Apakah kamu punya waktu untuk bertemu minggu depan?""";Normal;;
769;"""Selamat malam, Mira! Aku baru saja menyelesaikan buku novel terbaru yang sangat menyentuh hati. Ceritanya tentang perjuangan seorang wanita menghadapi berbagai tantangan hidup. Aku sangat merekomendasikan buku ini untukmu. Apa buku terakhir yang kamu baca dan bagaimana kesanmu tentangnya?""";Normal;;
770;"""Halo, Andra! Bagaimana kabarmu? Aku ingin berbagi cerita tentang pengalaman berlibur ke Pulau Komodo. Melihat komodo secara langsung adalah pengalaman yang luar biasa. Pulau itu juga memiliki pantai-pantai yang indah dan alam bawah laut yang menakjubkan. Kamu harus mengunjungi tempat itu suatu hari nanti.""";Normal;;
771;"""Hai, Ria! Aku baru saja mencoba resep baru untuk pasta dan hasilnya sangat lezat. Aku ingin mengundangmu untuk makan malam di rumahku dan mencicipi pasta buatan sendiri. Kapan kamu punya waktu luang? Aku yakin kamu akan menyukainya. Bagaimana kabarmu hari ini?""";Normal;;
772;"""Selamat pagi, Doni! Aku baru saja mengikuti kursus online tentang fotografi dan belajar banyak teknik baru. Kursus itu sangat bermanfaat dan sekarang aku lebih percaya diri dalam mengambil foto. Apakah kamu tertarik untuk mengikuti kursus yang sama? Kita bisa belajar bersama.""";Normal;;
773;"""Halo, Tiara! Aku ingin bercerita tentang pengalaman menyelam di Raja Ampat. Pemandangan bawah lautnya sangat indah dengan terumbu karang yang berwarna-warni dan berbagai jenis ikan. Menyelam di sana adalah salah satu pengalaman terbaik dalam hidupku. Apakah kamu pernah mencoba menyelam?""";Normal;;
774;"""Hai, Bayu! Bagaimana kabar perkembangan proyek IT yang sedang kamu kerjakan? Aku mendengar bahwa kamu baru saja mendapatkan penghargaan atas inovasi yang kamu buat. Selamat atas pencapaianmu! Aku ingin tahu lebih banyak tentang proyekmu dan mungkin kita bisa bertukar ide.""";Normal;;
775;"""Selamat sore, Fitri! Aku baru saja menghadiri pameran buku dan menemukan beberapa buku menarik yang ingin aku baca. Pameran itu sangat besar dan penuh dengan berbagai jenis buku. Apakah kamu tertarik untuk pergi ke pameran buku bersamaku minggu depan? Aku yakin kamu akan menemukan banyak buku menarik.""";Normal;;
776;"""Halo, Anton! Aku ingin berbagi pengalaman tentang perjalanan bersepeda jarak jauh yang baru saja aku lakukan. Rute itu sangat menantang, tapi pemandangan sepanjang perjalanan sangat menakjubkan. Apakah kamu tertarik untuk ikut dalam perjalanan bersepeda berikutnya? Aku yakin kita akan menikmati petualangan tersebut.""";Normal;;
777;"""Hai, Nia! Bagaimana kabar studi musikmu? Aku mendengar bahwa kamu baru saja memenangkan kompetisi musik. Selamat atas pencapaianmu! Aku ingin tahu lebih banyak tentang pengalamanmu dan mungkin kita bisa berkolaborasi dalam proyek musik. Apakah kamu punya waktu luang minggu ini?""";Normal;;
778;"""Selamat malam, Bima! Aku baru saja menonton film klasik yang sangat terkenal dan aku benar-benar terkesan dengan ceritanya. Film itu memberikan banyak pelajaran hidup yang berharga. Apakah kamu suka menonton film klasik? Jika iya, aku punya beberapa rekomendasi film untukmu.""";Normal;;
779;"""Halo, Lani! Aku ingin bercerita tentang pengalaman mengikuti workshop kerajinan tangan. Aku belajar membuat berbagai macam kerajinan dan hasilnya sangat memuaskan. Aku berpikir untuk mengadakan workshop kecil di rumahku. Apakah kamu tertarik untuk ikut? Aku yakin kita akan bersenang-senang.""";Normal;;
780;"""Hai, Eko! Bagaimana kabar perkembangan proyek arsitektur yang sedang kamu kerjakan? Aku mendengar bahwa kamu baru saja mendapatkan kontrak besar. Selamat atas pencapaianmu! Aku ingin tahu lebih banyak tentang proyekmu dan mungkin kita bisa berdiskusi tentang desain arsitektur.""";Normal;;
781;"""Selamat pagi, Rina! Aku baru saja mencoba yoga untuk pertama kalinya dan merasa sangat tenang dan rileks setelahnya. Instruktur yoga sangat profesional dan membantu. Apakah kamu pernah mencoba yoga? Aku merasa ini bisa menjadi aktivitas yang baik untuk kesehatan kita.""";Normal;;
782;"""Halo, Dito! Aku ingin berbagi pengalaman tentang kunjungan ke museum seni. Ada banyak karya seni klasik dan modern yang dipamerkan. Aku belajar banyak tentang sejarah seni dari kunjungan itu. Apakah kamu tertarik untuk pergi ke museum seni bersamaku suatu hari nanti?""";Normal;;
783;"""Hai, Sari! Bagaimana kabar perkembangan bisnis kulinermu? Aku mendengar bahwa kamu baru saja membuka cabang baru. Selamat atas pencapaianmu! Aku ingin tahu lebih banyak tentang bisnis kulinermu dan mungkin kita bisa bertukar resep. Apakah kamu punya waktu untuk bertemu minggu ini?""";Normal;;
784;"""Selamat sore, Adi! Aku baru saja kembali dari perjalanan mendaki gunung. Pendakian itu sangat menantang, tapi pemandangan di puncak benar-benar sepadan. Apakah kamu tertarik untuk ikut mendaki gunung bersama suatu saat nanti? Aku yakin kita akan menikmati petualangan tersebut.""";Normal;;
785;"""Halo, Intan! Aku ingin bercerita tentang pengalaman mengikuti kelas memasak. Aku belajar banyak resep baru dan teknik memasak yang berguna. Aku berpikir untuk mengadakan kelas memasak di rumahku. Apakah kamu tertarik untuk ikut? Aku yakin kita akan bersenang-senang dan belajar banyak hal baru.""";Normal;;
786;"""Hai, Riko! Bagaimana kabar proyek desain grafismu? Aku mendengar bahwa kamu baru saja memenangkan penghargaan atas karya desainmu. Selamat atas pencapaianmu! Aku ingin tahu lebih banyak tentang proyekmu dan mungkin kita bisa berkolaborasi dalam proyek desain grafis.""";Normal;;
787;"""Selamat malam, Yuni! Aku baru saja membaca buku tentang psikologi dan cara meningkatkan kesejahteraan mental. Buku itu sangat inspiratif dan memberikan banyak wawasan baru. Apakah kamu tertarik untuk membaca buku yang sama? Aku bisa meminjamkannya padamu.""";Normal;;
788;"""Halo, Arman! Aku ingin berbagi pengalaman tentang perjalanan memancing yang baru saja aku lakukan. Kami berhasil menangkap banyak ikan dan pemandangan di sekitar danau sangat indah. Apakah kamu pernah mencoba memancing? Jika belum, aku pikir kamu akan menikmatinya.""";Normal;;
789;"""Hai, Putri! Bagaimana kabar proyek fashionmu? Aku mendengar bahwa kamu baru saja meluncurkan koleksi terbaru. Selamat atas pencapaianmu! Aku ingin tahu lebih banyak tentang proyekmu dan mungkin kita bisa berkolaborasi dalam proyek fashion. Apakah kamu punya waktu luang minggu ini?""";Normal;;
790;"""Selamat pagi, Bram! Aku baru saja mengikuti kursus menulis kreatif dan belajar banyak teknik baru untuk menulis cerita. Kursus itu sangat bermanfaat dan aku merasa lebih percaya diri dalam menulis. Apakah kamu tertarik untuk mengikuti kursus yang sama? Kita bisa belajar bersama.""";Normal;;
791;"""Halo, Tika! Aku ingin bercerita tentang pengalaman mengikuti kelas tari. Aku belajar berbagai jenis tarian dan hasilnya sangat menyenangkan. Aku berpikir untuk mengadakan kelas tari di rumahku. Apakah kamu tertarik untuk ikut? Aku yakin kita akan bersenang-senang.""";Normal;;
792;"""Hai, Ilham! Bagaimana kabar proyek teknologi yang sedang kamu kerjakan? Aku mendengar bahwa kamu baru saja mendapatkan pendanaan untuk proyekmu. Selamat atas pencapaianmu! Aku ingin tahu lebih banyak tentang proyekmu dan mungkin kita bisa berdiskusi tentang teknologi terbaru.""";Normal;;
793;"""Selamat sore, Yana! Aku baru saja kembali dari perjalanan ke desa wisata. Desa itu sangat indah dengan pemandangan alam yang menakjubkan dan budaya lokal yang kaya. Apakah kamu tertarik untuk mengunjungi desa wisata bersama suatu hari nanti? Aku yakin kamu akan menikmatinya.""";Normal;;
794;"""Halo, Beni! Aku ingin berbagi pengalaman tentang kunjungan ke taman nasional. Kami melihat berbagai jenis satwa liar dan pemandangan alam yang sangat indah. Apakah kamu pernah mengunjungi taman nasional? Jika belum, aku pikir kamu akan menyukainya.""";Normal;;
795;"""Hai, Dina! Bagaimana kabar perkembangan proyek film pendekmu? Aku mendengar bahwa kamu baru saja memenangkan penghargaan atas film pendekmu. Selamat atas pencapaianmu! Aku ingin tahu lebih banyak tentang proyekmu dan mungkin kita bisa berkolaborasi dalam proyek film.""";Normal;;
796;"""Selamat malam, Rafi! Aku baru saja menonton konser musik klasik yang sangat mengesankan. Musisi yang tampil benar-benar berbakat dan penampilannya luar biasa. Apakah kamu suka musik klasik? Jika iya, aku punya beberapa rekomendasi konser untukmu.""";Normal;;
797;"""Halo, Maya! Aku ingin bercerita tentang pengalaman mengikuti kursus fotografi. Aku belajar banyak teknik baru dan hasil fotoku sekarang lebih baik. Aku berpikir untuk mengadakan sesi pemotretan bersama. Apakah kamu tertarik untuk ikut? Aku yakin kita akan bersenang-senang.""";Normal;;
798;"""Hai, Bimo! Bagaimana kabar proyek animasi yang sedang kamu kerjakan? Aku mendengar bahwa kamu baru saja mendapatkan kontrak besar. Selamat atas pencapaianmu! Aku ingin tahu lebih banyak tentang proyekmu dan mungkin kita bisa berdiskusi tentang animasi.""";Normal;;
799;"""Selamat pagi, Risa! Aku baru saja mencoba resep baru untuk membuat roti dan hasilnya sangat lezat. Aku ingin mengundangmu untuk sarapan di rumahku dan mencicipi roti buatan sendiri. Kapan kamu punya waktu luang? Aku yakin kamu akan menyukainya. Bagaimana kabarmu hari ini?""";Normal;;
800;"""Halo, Arya! Aku ingin berbagi pengalaman tentang perjalanan mendaki gunung. Pendakian itu sangat menantang, tapi pemandangan di puncak benar-benar sepadan. Apakah kamu tertarik untuk ikut mendaki gunung bersama suatu saat nanti? Aku yakin kita akan menikmati petualangan tersebut.""";Normal;;
801;"""Hai, Mira! Bagaimana kabar perkembangan proyek seni lukismu? Aku mendengar bahwa kamu baru saja mengadakan pameran seni. Selamat atas pencapaianmu! Aku ingin tahu lebih banyak tentang proyekmu dan mungkin kita bisa berdiskusi tentang seni lukis.""";Normal;;
802;"""Selamat sore, Andi! Aku baru saja mengikuti kursus tentang kewirausahaan dan belajar banyak hal baru tentang memulai bisnis. Kursus itu sangat bermanfaat dan memberikan banyak wawasan baru. Apakah kamu tertarik untuk mengikuti kursus yang sama? Kita bisa belajar bersama.""";Normal;;
803;"""Halo, Siti! Aku ingin bercerita tentang pengalaman mengikuti kelas yoga. Aku merasa sangat rileks dan tenang setelah kelas tersebut. Instruktur yoga sangat profesional dan membantu. Apakah kamu pernah mencoba yoga? Aku merasa ini bisa menjadi aktivitas yang baik untuk kesehatan kita.""";Normal;;
