IDE;Text;Fraud;Spam;Normal
957;Halo, Saya mendaftar untuk promosi rekening tabungan Citigold, di mana jika seseorang memenuhi persyaratan promosi, Anda akan menerima seperti yang dinyatakan oleh Citi, XXXX XXXX American Aadvantage miles dikreditkan ke rekening Anda, setidaknya 3 bulan setelah pernyataan di mana Anda melengkapi persyaratan. Saya menghubungi Citigold beberapa kali setelah melengkapi persyaratan sehingga mereka dapat mengonfirmasi bahwa saya benar-benar melengkapi persyaratan tersebut. Mereka mengkonfirmasi melalui telepon bahwa saya sebenarnya telah berhasil menyelesaikan semua persyaratan, dan mencatat di akun saya. Tidak puas karena masih menerima miles sekarang setelah hari terakhir di mana mereka seharusnya mengkreditkannya, saya berinteraksi dengan mereka dalam obrolan aman, di mana sekali lagi mereka mengonfirmasi bahwa saya sebenarnya telah berhasil menyelesaikan persyaratan untuk Citigold XXXX Bonus AA miles sebagaimana disepakati dalam kontrak promosi mereka. Saya memiliki tangkapan layar dan cetakan obrolan aman sebagai bukti. Namun setelah masih berjanji untuk mengkreditkan miles dalam beberapa hari, sekarang sudah berbulan-bulan sejak hari terakhir mereka seharusnya mengkreditkan akun tersebut dan saya masih belum menerima bonus yang mereka janjikan sebagai bagian dari keberhasilan menyelesaikan miles. Mereka telah melanggar perjanjian mereka, dan menipu konsumen dalam menjanjikan dan memastikan bahwa mereka berhasil mencapai promosi, namun memberikan janji palsu karena mereka menolak memberikan miles.;1;0;0
958;Saya baru mengetahui bahwa ketika seseorang menggunakan Capital One online Billpay, mereka berisiko uangnya dicuri oleh Capital One. Begini caranya : Bila Anda menyetujui pembayaran tagihan online, jumlah tersebut didebit dari rekening Anda saat Anda mengklik kirim ''. Kemudian cek dikirim ke penerima pembayaran. Namun jika 90 hari telah berlalu dan cek tersebut belum dicairkan atau disetorkan Capital One tidak pernah mengembalikan uang tersebut ke rekening pelanggan / PAYER dan tidak pernah memberitahukan pelanggan. Mereka hanya menyimpan jumlah transaksinya. Selamanya. Saya baru saja mendapat konfirmasi dari seorang manajer di Capital One. Ketika saya menekannya pada Capital One sehingga pada dasarnya bisa menyimpan uang saya, dia mengatakan tidak, itu dalam ketidakpastian '' tetapi itu tidak benar. Jumlah tersebut masih tetap dalam pembukuan Capital One sebagai aset karena uang tersebut tidak pernah ditransfer ke lembaga keuangan lain seperti yang terjadi ketika cek disetorkan atau dicairkan dan lembaga pencairan atau penyimpan meminta dana dari Capital One. Praktik ini tidak hanya curang, namun ketika ditanya mengenai hal ini, Capital One mengandalkan ketidaktahuan saya tentang cara kerja perbankan dan berbohong kepada saya tentang manfaat yang mereka peroleh dari kebijakan tersebut. Selain itu, meskipun Capital One tidak akan pernah mengembalikan dana Anda yang belum didistribusikan, PAYEE hanya memiliki waktu 90 hari untuk menguangkan atau menyetorkan cek tersebut. Anda mungkin berpikir bahwa setelah 90 hari yang sama, dana akan kembali ke Pelanggan / PEMBAYAR, namun kenyataannya tidak demikian. Oleh karena itu, pada dasarnya, setiap kali Anda mengirimkan cek dengan pembayaran tagihan online Capital One, pengatur waktu 90 hari yang tidak terlihat dimulai, dan ketika sudah habis, PAYEE tidak dapat menagih, PAYER tidak pernah diberitahu, dan Capital One dapat menyimpan dana nasabah. Saya telah diberitahu oleh perwakilan Capital One bahwa jika Anda menelepon dan meminta mereka mengembalikan uang tersebut, mereka akan melakukannya, setelah membebankan biaya kepada Anda. Namun jika PAYEE tidak pernah memberi tahu Anda bahwa mereka tidak menerima atau menyetor/mencairkan cek Capital One tidak pernah memberi tahu Anda, jadi Anda bahkan tidak tahu untuk menelepon dan meminta uang Anda kembali. Kemudian mereka bisa menyimpannya. Saya yakin kombinasi kebijakan ini, tidak adanya pemberitahuan dari Capital One, dan bagaimana mereka mendapatkan keuntungan hanyalah sebuah kebetulan. Bentuk dasar dari situasi ini adalah: 1. Saya meminta Capital One untuk melakukan transaksi keuangan untuk saya (Bill Pay) 2. Capital one mendebit sejumlah transaksi dari rekening saya. 3. Transaksi keuangan tidak selesai dalam waktu 90 hari (Penerima pembayaran tidak pernah menerima atau mengklaim dana) 4. Modal tidak pernah memberi tahu pelanggan bahwa transaksi tidak selesai dan tidak pernah mengembalikan dana. Bagaimana kebijakan dan urutan kejadian ini, yang dikonfirmasi oleh Capital One, dapat digambarkan sebagai hal lain selain penipuan?;1;0;0
959;Pada XXXX/XXXX/16 tas saya dicuri yang berisi semua kartu bank saya serta kartu identitas saya. Saya mengajukan laporan polisi ke Departemen Kepolisian XXXX XXXX di XXXX. Pada XXXX/XXXX/16 saya mengajukan klaim ke bank M dan T agar mereka mengetahui sejumlah tuduhan penipuan yang telah menyebabkan saldo rekening saya negatif ( XXXX ). Setelah beberapa hari saya bertanya kepada Departemen Klaim Sengketa Bank M dan T dan mereka memberi tahu saya bahwa klaim tersebut ditolak. Saya bertanya kepada perwakilan melalui telepon mengapa mereka menolak klaim tersebut dan mereka mengatakan saya perlu menulis, menandatangani dan menyerahkan pernyataan yang mengatakan bahwa saya tidak membuat dan tidak mengetahui tuduhan yang tercantum dalam pengaduan. Saya segera namun klaimnya masih ditolak. Untuk sementara, setoran langsung saya dari majikan saya masuk ke rekening yang langsung dikonsumsi oleh saldo negatif yang ada. M dan T awalnya mengeluarkan kredit untuk XXXX transaksi kartu kredit namun sebagian besar biayanya adalah penarikan tunai ATM. PIN saya tidak ada pada kartu namun semua kartu saya menggunakan PIN yang sama. Ulasan apa pun terhadap kamera ATM yang terkait dengan transaksi ini akan dengan mudah menunjukkan bahwa saya tidak melakukan atau mengetahui penarikan ini. Bantuan Anda dalam menyelesaikan masalah ini sangat kami hargai. ID Kasus XXXX dan kelanjutan dari ID Kasus XXXX;1;0;0
960;Pada XXXX/XXXX/16 saya membuka rekening giro Citigold dengan penawaran terkait yang menjanjikan poin XXXX (bernilai sekitar {$500,00}) setelah memenuhi persyaratan promosi. Saya memenuhi kriteria tersebut dan mengonfirmasi pada XXXX/XXXX/16 melalui chat dengan perwakilan Citi bahwa saya telah memenuhi kriteria. Agen tersebut memberi tahu saya bahwa poin promosi XXXX akan disetorkan ke akun saya dalam waktu 90 hari setelah melengkapi persyaratan. Setelah 90 hari berlalu, saya menghubungi Citi untuk menanyakan tentang poin promosi Terima Kasih yang belum disetorkan ke rekening saya. Citi menanggapinya dengan mengklaim tidak ada promosi yang terkait dengan akun saya pada saat akun saya dibuka. Saya memiliki salinan pengungkapan promosi ketika akun dibuka dan menyimpan percakapan dengan agen Citi yang mengonfirmasi bahwa promosi tersebut terkait dengan akun saya dan bahwa saya telah menyelesaikan persyaratannya. Saya yakin bahwa Citi telah terlibat dalam praktik pemasaran yang menipu untuk memikat pelanggan agar membuka produk Citigold dengan harga tinggi ($ XXXX/bulan). Saya tidak percaya Citi boleh melanjutkan perilaku menarik pelanggan dengan promosi dan setelah pelanggan memenuhi persyaratan mereka tiba-tiba menolak untuk menghormati promosi tersebut. Saya sangat menghargai segala upaya untuk menyelesaikan masalah ini dan mencegah Citi melanjutkan perilaku ini. Terima kasih.;1;0;0
961;XX/XX/2016 Saya mendaftar untuk penawaran promosi Rekening Giro CitiGold yang akan mengkredit rekening saya dengan XXXX Poin Terima Kasih. Saya menerima promosi melalui surat dengan kode penawaran XXXX yang diterapkan saat membuka rekening melalui telepon dengan Perwakilan Citi. Perwakilan tersebut mengonfirmasi kepada saya bahwa promosi akan berlaku untuk akun saya jika kualifikasinya terpenuhi. Saya menelepon Citi beberapa kali selama periode XX/XX/XXXX dan XX/XX/XXXX untuk mengonfirmasi bahwa saya memenuhi kualifikasi untuk akun tersebut dan bahwa akun saya akan dikreditkan. Saya diberitahu berkali-kali bahwa saya memang memenuhi kualifikasi dan akun saya akan dikreditkan dalam 2 bulan ke depan. Baru-baru ini saya membuka penyelidikan yang menanyakan mengapa akun tersebut tidak dikreditkan, dan Citi menjawab dengan menyatakan bahwa promosi tersebut tidak ada di akun saya. Saya merasa seolah-olah saya telah dibohongi dan ditipu, penipuan seperti ini tidak boleh ditoleransi.;1;0;0
962;Tuan yang terhormat, Saya XXXX berdasarkan layanan luar biasa saya kepada Pemerintah XXXX yang diberikan melalui pekerjaan saya di XXXX XXXX XXXX XXXX XXXX. Saya XXXX di XXXX XXXX, XXXX. Saya menerima manfaat terminal setelah bekerja selama lebih dari 22 tahun di XXXX XXXX. Saya menggunakan cek manfaat terminal untuk membuka rekening giro di cabang XXXX XXXX Sun Trust di XXXX XXXX. Saya mulai bekerja dengan XXXX XXXX XXXX berbasis XXXX di XXXX dan menyetorkan cek kompensasi bulanan saya ke rekening yang sama. Saya memberikan layanan kontrak ke XXXX XXXX XXXX berbasis XXXX di XXXX XXXX, XXXX. Saya memperoleh izin masuk kembali dari XXXX untuk tinggal di XXXX untuk melakukan layanan saya di XXXX. Rekening tersebut merupakan rekening gabungan atas nama saya dan atas nama istri saya - - XXXX XXXX XXXX dan anak saya - - XXXX XXXX. Anakku XXXX XXXX XXXX. Kami menjaga saldo yang cukup di akun kami. Nomor rekening giro Bersama (Signature Advantage) kami adalah XXXX. Baik saya dan istri saya bersama-sama memiliki rekening pasar uang di cabang Sun Trust Bank yang sama. Nomor SunTrust XXXX XXXX kami adalah XXXX. Pada XXXX XXXX, Sun Trust Bank memutuskan secara sewenang-wenang dan tanpa menyebutkan alasan yang jelas dan cukup untuk menutup seluruh rekening Bank. Anda diminta untuk menyelidiki masalah ini dan meminta Sun Trust Bank untuk berhenti menyebabkan kerusakan yang tidak dapat diperbaiki pada semua pemegang rekening bersama. Sebagai regulator, saya percaya pada intervensi Anda demi kepentingan nasabah yang tidak berdaya di hadapan Bank besar. Bantuan Anda dalam hal ini akan membantu melindungi nasabah dari penggunaan kekuasaan yang dilakukan oleh Bank seperti Sun Trust. Dalam kasus saya, saya akan mengalami kerusakan yang tidak dapat diperbaiki karena saya tidak memiliki rekening Bank lain di XXXX.;1;0;0
963;SAYA PERWAKILAN PEMBAYARAN UNTUK XXXX XXXX VETERAN DAN TELAH MENYIMPORKAN CEK MEREKA ATAS NAMA SAYA DAN MEREKA DI REKENING BISNIS SAYA SELAMA LEBIH DARI 15 TAHUN. HARI INI BANK OF AMERICA MENOLAK UNTUK MENYIMPANNYA KECUALI SAYA MEMBUKA REKENING TERPISAH ATAS NAMA SAYA DAN MEREKA. SAYA AKAN MENGHUBUNGI JAMINAN SOSIAL TENTANG DEPOSIT OTOMATIS DI AKUN PRIBADI, TETAPI MANAJER XXXX XXXX TIDAK AKAN MENUNJUKKAN PERATURAN MEREKA MENGAPA SAYA TIDAK BISA MENYIMPAN CEK INI. SAYA MENGHUBUNGI KAKAK SAYA, XXXX XXXX XXXX (YANG ADALAH MANAJER BANK DAN TELAH 30 TAHUN) DAN DIA MENYARANKAN SAYA MENGATAKAN BANK UNTUK MENUANGKAN CEK DAN BANK MELAKUKANNYA, TAPI SAYA DIKENAKAN BIAYA UNTUK MENUANG KEDUA CEK INI. INI MENARIK VETERAN UNTUK MEMBUKA AKUN YANG TIDAK MEREKA BUTUHKAN ATAU MEMENUHI BIAYA.;1;0;0
964;Saya bank dengan bank PNC. Saat ini saya mempunyai masalah dengan beberapa transaksi yang menyebabkan akun saya menjadi negatif dan dikenakan biaya NSF. Apa yang terjadi dalam situasi ini adalah sebagai berikut. Saya sedang berada di luar kota dan mengetahui akan ada tagihan yang masuk ke rekening saya minggu depan. Saya menyadari hal ini jadi saya sangat berhati-hati dengan pengeluaran saya. Untuk ekstra hati-hati, saya memastikan bahwa ketika saya melakukan tagihan apa pun ke rekening, saya memeriksa saldo terlebih dahulu untuk memastikan tagihan besar tidak keluar sebelum seharusnya sehingga rekening saya tidak menjadi negatif. Saya telah diberitahu kepada perwakilan layanan di bank bahwa prosesnya dilakukan secara real-time, jadi saya mengartikan bahwa jika ada saldo di rekening, maka itu akan sesuai dengan urutan tagihan. BUKAN INI YANG TERJADI. Meskipun saya memeriksa sebelum setiap tagihan, tagihan besar yang saya tahu akan datang (walaupun seminggu lebih awal karena saya takut terjadi) akhirnya berhasil. Sekarang masalahnya adalah semua tagihan yang saya periksa ulang saldonya, mereka tidak memprosesnya seperti yang mereka katakan. PNC memproses muatan besar terlebih dahulu dan kemudian semua muatan kecil lainnya setelahnya menyebabkan muatan XXXX NSF. Saya menelepon bank dan mereka sekali lagi memberi tahu saya bahwa semuanya diproses secara real time. Saya bolak-balik dengan mereka dan mereka akhirnya mengatakan kepada saya bahwa keseimbangan hanyalah sebuah alat. Saya tidak puas dengan hal ini dan kasusnya diangkat ke pengawas. Saya kemudian menerima panggilan telepon beberapa hari kemudian dan wanita tersebut memberi tahu saya bahwa segala sesuatunya tidak diproses secara real time. Hal ini sangat bertolak belakang dengan apa yang diberitahukan kepada saya secara langsung di kantor cabang dan juga apa yang disampaikan oleh CSR online kepada saya. Dia melanjutkan dengan memberi tahu saya bahwa segala sesuatunya benar-benar diproses ketika kwitansi dikirim ke bank untuk pembayaran. Hal ini membuat segalanya menjadi mustahil untuk diperbaiki jika ada beberapa jenis kesalahan pada akun. Bagaimanapun, saya merasa bank sama sekali tidak jujur ??kepada saya tentang cara mencoba melindungi diri saya dari tuduhan. Jika saya tahu sejak awal, saya akan menarik uang tunai dari rekening saya dan membayar dengan barang-barang seperti itu sehingga saya tidak memiliki biaya NSF beberapa ratus dolar.;1;0;0
965;Saya ingin mengajukan keluhan terhadap Bank of America. Saya adalah korban penipuan dan bank membantu pencuri. Seorang kenalan saya memposting di XXXX tautan tentang pekerjaan pembelanja rahasia. Jadi saya melamar dan dipekerjakan. Mereka mengirimi saya tugas pertama melalui pos dan cek berisi dana untuk mengerjakannya. Aku ragu dengan pekerjaan mudah seperti itu, tapi kupikir jika ceknya valid maka akan aman. Jadi pada XXXX/XXXX/16 saya menyetorkan cek sebesar {$1800,00} ke rekening bank saya, dan menunggu uang tersedia. Setelah bank menunjukkan uang di rekening saya, saya berasumsi ceknya bening, dan aman menggunakan uang itu untuk pekerjaan itu, jadi saya menariknya dan menggunakan uang itu. Pada XXXX/XXXX/16 saya menyetorkan cek XXXX dari pekerjaan yang sama, dan ketika saya melakukannya, saldo rekening saya tidak aktif. Setelah memeriksa semua transaksi dari rekening saya, saya perhatikan bahwa pada XXXX/XXXX/16 ada transaksi pengembalian barang sebesar {$1800.00}, bank mengambil kembali uang tersebut tanpa pemberitahuan apa pun. Saya menelepon mereka dan mengetahui bahwa cek itu tidak valid. Saya bertanya kepada mereka mengapa mereka mengakreditasi uang tersebut jika uang tersebut tidak sah dan mereka mengatakan bahwa mereka memercayai saya untuk memberikan mereka cek yang sah. Ini bukan soal memercayai klien mereka, ini adalah tugas dan tanggung jawab mereka untuk melunasi cek sebelum memasukkan uang ke rekening orang sehingga membuat mereka percaya bahwa cek mereka sah, dan mereka dapat menggunakan uang tersebut. Saya menarik {$1600.00} untuk mengerjakan tugas tersebut, karena saya yakin jika uang itu sudah ada di rekening saya berarti uang itu asli dan saya mempunyai pekerjaan yang harus dilakukan sebagai pembelanja rahasia. Bank of America gagal melakukan tugasnya, yaitu melindungi uang nasabahnya, dan kini setelah mereka menyadari bahwa cek yang saya setorkan tidak sah, mereka langsung mengeluarkan uang tersebut dari rekening saya, dan mengatakan kepada saya bahwa itu adalah tanggung jawab saya. untuk memverifikasi cek. Saya pikir saya melakukannya dengan menyetorkan cek dan menunggu mereka memvalidasinya. Bank of America membantu para pencuri mencuri uang klien mereka, karena mereka membuat klien mereka percaya bahwa mereka telah melunasi ceknya, padahal mereka belum melakukannya dan para perampok harus mengetahui hal ini. Saya tidak akan tertipu jika bank tidak memasukkan uang ke dalam rekening saya sehingga membuat saya yakin bahwa tidak apa-apa untuk menggunakannya. Mereka tidak pernah memberi tahu saya bahwa saya harus menunggu beberapa saat untuk menggunakan uang di rekening saya, setelah saya menyetorkan cek dan mereka menyelesaikan transaksi dengan menunjukkan uang di saldo saya. Dengan keluhan ini saya meminta Bank of America untuk mengganti biaya sebesar {$1800.00} ke rekening saya, serta biaya pengembalian cek. Bank juga harus berhenti membayar cek ke rekening tanpa memverifikasinya terlebih dahulu.;1;0;0
966;CPFB yang terhormat, Saat ini saya merasa tidak punya pilihan lain selain melibatkan pihak ketiga agar Citibank mau bekerja sama dengan saya dan mendengarkan keluhan saya yang sah. Pertama dan terpenting, saya memiliki rekening giro gratis yang saya miliki selama hampir lima belas tahun tanpa insiden, tetapi sekarang hampir tidak pernah saya gunakan. Tampaknya ada banyak biaya dari Citibank yang melekat pada apa yang disebut rekening giro gratis ini yang saya tidak mengerti. Selain itu, ketika rekening karena alasan tertentu meskipun hampir tidak pernah digunakan mengalami penarikan berlebihan, mungkin sebagian karena biaya misteri dari Citibank, Citibank TIDAK memberi tahu saya. Sebaliknya, mereka membiarkan rekening cerukan saya menjadi benar-benar habis, untuk membebankan saya bunga dan biaya tambahan pada rekening tersebut, itu sudah jelas, tapi alih-alih menelepon saya ketika hal ini terjadi, mereka mengirimi saya surat yang tampak seperti pernyataan biasa. daripada meneleponku. Citibank telah mengklaim dalam surat tersebut bahwa mereka tidak lagi memiliki informasi kontak saya, meskipun tidak ada satupun yang berubah selama lebih dari sepuluh tahun. Hal ini mungkin salah dari pihak Citibank, atau menunjukkan ketidakmampuan ekstrim dalam hal pencatatan. Bagian yang paling mengerikan adalah meskipun saya mengirimkan surat resmi ke cabang saya memohon agar mereka menghubungi saya untuk menjawab pertanyaan saya, mereka mengabaikan permintaan saya dan malah melaporkan saya sebagai DELINK ke biro kredit besar. Tanpa satu panggilan telepon pun, dan saya telah melakukan transaksi perbankan di sana selama hampir 15 tahun! Saya mempunyai kredit yang sangat baik, membayar tagihan-tagihan saya tepat waktu, dan tidak pernah menunggak pembayaran seumur hidup saya, namun Citibank yang saya percaya mempunyai banyak penjelasan yang harus saya lakukan sehubungan dengan rekening ini telah MENGHANCURKAN kredit yang saya peroleh dengan susah payah. Hal ini tidak boleh dibiarkan terjadi. Mereka harus diselidiki dan mereka harus memberi saya jawaban yang saya cari. Saya hanya bisa bertanya-tanya berapa banyak orang lain yang diperlakukan seperti ini oleh lembaga keuangan besar yang tampaknya berpikir bahwa mereka tidak memiliki akuntabilitas apa pun kepada pelanggannya. Salam, XXXX;1;0;0
967;WELLS FARGO melakukan begitu banyak tindakan makar dan pelanggaran peraturan yang bertumpuk XXXX demi satu, rasanya seperti mesin XXXX ditujukan ke kepala saya dan itu merupakan serangan konsumen sepanjang jalan. Biaya atas kesalahan dan keragu-raguan mereka telah membuat saya mengalami teror malam yang tak terhitung jumlahnya, bangun keesokan paginya untuk melihat bahwa mereka mengeluarkan XXXX dolar dan saya menyadari ketika saya adalah pencurian identitas bertahun-tahun yang lalu dan mereka tahu bahwa mereka sedang bersenang-senang memanfaatkannya. masalahku dan terus menumpuk lukaku. Menakutkan, cabul dan sering disukai konsumen XXXX.;1;0;0
968;Saya telah bekerja di PNC Bank selama 21 tahun. Pada XXXX/XXXX/2015 saya menyewa mobil selama 49 hari. Total sewa 30 hari adalah {$530,00} jadi 49 hari akan menjadi sekitar {$870,00} atau mendekati {$900,00} Saya melambaikan semua perlindungan tambahan di konter segera setelah saya mengambil sewa dari mobil XXXX XXXX di XXXX Fl, mereka mulai menagih kartu saya secara berlebihan. Saya segera menghubungi perusahaan tersebut bahkan diberitahu oleh perwakilan bahwa saya memang ditagih berlebihan dan dirujuk ke perusahaan namun tidak pernah dapat menghubungi orang langsung atau dikreditkan atas tagihan berlebihan pada kartu debit saya. Saya tidak pernah menggunakan pin saya, selalu kredit ketika saya memulai perselisihan dengan bank saya, mereka terus mengizinkan kredit saya dibatalkan setelah saya membatalkan kartu saya, serta mengirim semua korespondensi tanda terima melalui faks langsung ke departemen eskalasi yang menangani kasus saya. Saya masih berjuang melawan bank yang dikenakan biaya berlebihan, listrik saya dimatikan, saya tidak punya kabel, internet atau telepon sehingga anak saya tidak bisa bersekolah, saya tidak bisa bekerja ibu saya tidak punya oksigen karena semua ini! Banyak cek gajiku masuk ke rekening ini, hanya untuk diserap oleh saldo negatif karena kurangnya profesionalisme bank dalam meminta satu orang menangani kasusku, tetapi lebih banyak orang yang terlibat dalam toples kue menyebabkan tidak ada yang bisa dilakukan, baik diriku maupun XXXXku. anak-anak menderita.;1;0;0
969;"Pada XXXX XXXX, 2016, saya mengajukan permohonan CD IRA 7 tahun secara online dengan Discover Bank. Angkanya adalah 2,23 persen (2,25 APY). CD akan didanai melalui transfer langsung dari rekening pialang XXXX saya. Saya diberitahu bahwa saya akan menerima formulir yang diperlukan untuk menandatangani dan mengembalikannya dalam waktu XXXX hingga XXXX hari kerja. Sampai XXXX XXXX, saya masih belum menerima dokumennya. Saya berada di luar kota pada minggu berikutnya, dan menerima dokumen pada hari Senin XXXX XXXX. Pada hari yang sama saya mengembalikan dokumen yang diperlukan melalui surat standar ke Discover. Beberapa minggu berikutnya saya secara berkala menelepon Discover untuk mengetahui status transfer uang tunai dari XXXX. Saya menerima berbagai jawaban dari mereka, namun yakin bahwa tarifnya tidak berubah sejak awal tahun 2016 dan kemungkinan besar tidak akan berubah sebelum XXXX didanai. Saya akhirnya menemukan agen Discover di telepon yang memberi tahu saya bahwa transfer harus dimulai oleh XXXX. Pada hari yang sama, saya mengunduh, menandatangani, dan mengirimkan permintaan transfer langsung ke kantor XXXX Transfer Aset ( TOA ). XXXX dengan cepat mengirimkan formulir ke Discover. Discover mengklaim mereka menerima formulir tersebut pada XXXX XXXX. Saya menerima surat dari XXXX bahwa dana telah ditransfer pada XXXX XXXX. Dari XXXX XXXX hingga XX/XX/XXXX, saya memeriksa akun Discover saya secara online untuk melihat apakah dana telah diterima. Rekening saya menunjukkan saldo XXXX TETAPI masih menunjukkan tingkat bunga 2,23 persen ( XXXX APY ). Pada hari Senin, XXXX XXXX, saya menelepon Discover Bank lagi. Saya diberitahu bahwa dana diposting pada XXXX XXXX (Minggu). Pada XXXX XXXX dana masih belum muncul di rekening saya, TAPI rate masih menunjukkan XXXX persen ( XXXX APY ). Pada XXXX XXXX, saya memeriksa rekening secara online hanya untuk mengetahui bahwa dana telah diposkan, TETAPI tarifnya sekarang telah berubah menjadi XXXX persen ( XXXX APY ). Saya segera menelepon Discover Bank dan akhirnya berbicara dengan supervisor mereka, XXXX. Dia menyatakan bahwa tarifnya turun sebesar XXXX XXXX dan untuk membatalkan IRA XXXX 7 tahun akan membuat saya dikenakan bunga senilai XXXX bulan. Awalnya dia memberi tahu saya bahwa Discover telah menerima transfer pada XXXX XXXX, TETAPI kemudian melacak kembali dan mengatakan bahwa uang tersebut diterima pada XXXX. Saya tidak pernah diberitahu tentang penurunan tarif sebelum pendanaan akun. Bahkan pada tanggal XX/XX/XXXX, ketika saya cek rekeningnya secara online, masih menunjukkan 2,23 persen. Tanggapan XXXX adalah Anda mendapatkan kurs saat ini ketika akun didanai '' Tarif saat ini yang ditampilkan di akun saya saat didanai adalah 2,23 persen. Jika saya mengetahui penurunan suku bunga, saya bisa saja menghentikan pendanaan dan membatalkan transfer. Setelah memiliki CD selama satu hari, Discover kini ingin menagih saya bunga 2 tahun untuk membatalkan transaksi. Mereka TIDAK memberikan masa tenggang untuk melihat apakah tarif yang disepakati telah berubah dan mereka tidak memberi tahu Anda tentang perubahan apa pun yang diusulkan. Saya ingin menegaskan kembali bahwa 1. seluruh transaksi berlangsung dari XXXX XXXX hingga XXXX XXXX hingga selesai; 2. tidak ada indikasi atau pemberitahuan bahwa tarif akan berubah turun secara substansial (termasuk tarif yang tertera di akun saya melalui XXXX XXXX saat mengakses online); 3. setelah Discover menerima transfer, tidak ada masa tenggang yang memungkinkan saya menerima atau menolak tarif yang jauh lebih rendah; dan 4. meskipun Discover telah menahan dana saya selama satu hari, mereka menginginkan bunga dua tahun untuk membatalkan transaksi. Sebagai catatan tambahan, ketika saya mengembalikan formulir tanda tangan yang diperlukan, saya menerima surat seminggu kemudian yang menyatakan bahwa formulir tersebut tidak lengkap. Saya menelepon Discover dan mereka mengatakan formulirnya sudah lengkap, itu kesalahan mereka. Saya berbicara dengan agen Discover beberapa hari kemudian, bertanya-tanya mengapa dana belum ditransfer. Mereka bilang mereka akan mengirimi saya formulir yang sesuai. Saat saya menerima formulir tersebut, itu adalah formulir untuk mentransfer dana dari Discover, bukan ke Discover. Sekali lagi, saya menelepon Discover dan diberi tahu bahwa transfer harus dimulai pada XXXX";1;0;0
970;Pada XXXX saya melakukan penyetoran ke mesin ATM yang berlokasi bersama dengan cabang Fifth Third Bank di XXXX, GA. ATM menerima setoran tunai sebesar {$400,00}, namun tidak menunjukkan tanda terima atau mengakui setoran tersebut. Teller kemudian memberi tahu saya bahwa mereka mengalami masalah dengan ATM dan teknisi XXXX baru saja pergi. Saya menunggu teknisi itu kembali, dan setelah satu jam, dia kembali. Dia mengonfirmasi bahwa deposit sebesar {$400,00} telah dilakukan. Teller menelpon Fifth Third HQ dan saya diberi kredit sementara '' sebesar {$400,00}, kabarnya sampai ATM seimbang. Pada XXXX, bank mentransfer {$110,00} dari rekening saya dan menyatakan bahwa ATM tidak seimbang dan kekurangan {$110,00}. Saya merujuk ke teller dan teknisi XXXX yang keduanya mengonfirmasi bahwa saya telah melakukan deposit sebesar {$400,00}. Masalah ini selanjutnya dirujuk ke komite penyelesaian sengketa, yang memutuskan bahwa mereka berhak menyimpan {$110,00} dan dapat memerlukan waktu hingga 14 hari kerja tambahan untuk menyelidiki masalah tersebut. Keluhan saya adalah ini: mesin ATM yang tidak berfungsi bukan kesalahan saya, dan menyebabkan ketidaknyamanan yang cukup besar bagi saya di XXXX. Mengapa saya dilarang menggunakan {$110.00} sampai mereka mengetahui di mana letak masalahnya? Apakah ini hanya layanan pelanggan yang menyedihkan atau adakah konversi dana yang dapat ditindaklanjuti oleh komite penyelesaian sengketa?;1;0;0
971;Saya baru-baru ini menjual produk secara online (I-Phone) dan orang yang membeli produk saya mengirimi saya cek sebesar {$2000,00} untuk menutupi jumlah tersebut ditambah mengirimkan sisanya ke keluarganya di Georgia saat dia bertugas. Saya orang yang baik Saya setuju dan menyetorkan cek ke rekening saya pada XXXX XXXX, {$400,00} harus segera dibayarkan kepada saya dan sisa {$1600,00} pada hari berikutnya. Saya melanjutkan dan mendapatkan {$400,00} dan menunggu hingga hari berikutnya untuk mengumpulkan {$1600,00}. Keesokan harinya adalah hari Sabtu dan saya bertanya kepada teller apakah cek tersebut baik-baik saja, artinya cek tersebut sah/ada penipuan? dia bilang tidak apa-apa kamu bisa mengambil uangnya jadi aku melakukannya dan XXXX XXXX uang tunai ke Georgia dan berpikir aku melakukan hal yang hebat mengingat kakekku baru saja meninggal beberapa hari yang lalu tetapi aku ingin menyelesaikan perjanjian uang tunai jadi aku melakukannya. Aku harus dari pergi dengan naluriku dan memberitahuku bahwa orang-orang ini menipuku?! Saya mendapat instruksi setelah saya mengeluarkan uang tersebut ke mana harus mengirim sisa uangnya (ya, saya sebaik itu!) Saya menerima surat melalui pos beberapa minggu kemudian yang mengatakan bahwa bank mengambil {$2000,00} dari rekening saya karena mereka tidak bisa verifikasi bahwa cek itu valid. Saya menelepon layanan Pelanggan dan mereka mengatakan saya harus menunggu sampai hari kerja yaitu hari Senin untuk memastikan itu bukan penipuan, Nah, teller harus memberi tahu saya hal itu sebelum saya mengambil UANG TUNAI!!! sekarang aku kehabisan tabungan daruratku!! Saya pikir bank harus mengembalikan sebagian uang saya dan memberi tahu pelanggan tentang masalah ini sebelum mengambil uang tunai sebanyak itu! Saya juga mengajukan laporan ke Polisi setempat dan sejauh ini tidak ada apa-apa.;1;0;0
